Issue #	Year	Source	Section	Original Citation	
13	1987	http://kolonna.mitin.com/archive/mj13/	коллекция	Трумен КАПОТЕ. Одно Рождество, перевод Д. Волчека	
13	1987	http://kolonna.mitin.com/archive/mj13/	архив	ВНЕ. Рассказы и повести, публ. Вл.Эрля К 50-летию со дня смерти Е.И.Замятина	
13	1987	http://kolonna.mitin.com/archive/mj13/	архив	Евгений ЗАМЯТИН. Мученики науки	
13	1987	http://kolonna.mitin.com/archive/mj13/	архив	Джордж ОРВЕЛЛ. Рецензия на роман "Мы", перев. с англ. М.Т.	
13	1987	http://kolonna.mitin.com/archive/mj13/	архив	ПАМЯТИ Л.БОГДАНОВА	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	Константин МИНЕВ. Теперь все можно рассказать	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	Александр КОНСТАНТИНЧЕНКО. Погорельцы, или Культпоход на казнь	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	А.МАКГРАЙС. Новая живопись русских	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	Ольга АБРАМОВИЧ. О Коленьке и Васятке	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	Обращение патриотического объединения "Память"	
13	1987	http://kolonna.mitin.com/archive/mj13/	редакционная почта	Михаил ИОССЕЛЬ. "Правда зависит от того, кем и кому она сказывается"	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	проза	В.ГРИГОРЬЕВ. Деревянная кукла	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	проза	Никита ПАНИН. Все реки на юг	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	поэзия	Михаил КОНДРАТЬЕВ. Стихотворения разных лет	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	поэзия	Татьяна ЩЕРБИНА. Стихотворения	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	архив	Аделаида ГЕРЦЫК. Подвальные очерки, публ. Д.В.	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	изыскания	Георгий ВАСЮТОЧКИН. Этюды о Ходасевиче	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	appendix	Сергей ШАРШУН. Долголиков	
14-15	1987	http://kolonna.mitin.com/archive/mj14/	appendix	К 20-летию развития Хеленуктизма в России	
16	1987	http://kolonna.mitin.com/archive/mj16/	поэзия	Владимир КУЧЕРЯВКИН. Из новой книги	
16	1987	http://kolonna.mitin.com/archive/mj16/	поэзия	Александр ЖИДКОВ. Езда во спасение	
16	1987	http://kolonna.mitin.com/archive/mj16/	поэзия	Владимир УФЛЯНД. Народ	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Юрий РОМАНОВ. Экклесиа	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Андрей ХЛОБЫСТИН. Парадиз, предисловие А.М.	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Ольга КОМАРОВА. Приключения дочки	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Всеволод ОКИНИЧЕВ. Три рассказа	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Александр ХОХРЕВ. Назин	
16	1987	http://kolonna.mitin.com/archive/mj16/	проза	Геннадий ГАНИЧЕВ. Как я люблю	
16	1987	http://kolonna.mitin.com/archive/mj16/	театр	Гарольд ПИНТЕР. Вечерняя школа, перев. А.Сергиевского	
16	1987	http://kolonna.mitin.com/archive/mj16/	архив	Из наследия Самуила КИССИНА, публ. Л.Киссиной и Д.Волчека	
16	1987	http://kolonna.mitin.com/archive/mj16/	изыскания	Ролан БАРТ. Смерть Автора, перев. А.Драгомощенко	
16	1987	http://kolonna.mitin.com/archive/mj16/	изыскания	Владимир ХАНАН. Картинки культурного быта	
16	1987	http://kolonna.mitin.com/archive/mj16/	entertainment	Георгий КОН. Эротический куб	
16	1987	http://kolonna.mitin.com/archive/mj16/	редакционная почта	Эпистолярий Анатолия Заверняева	
16	1987	http://kolonna.mitin.com/archive/mj16/	редакционная почта	Послание ветеранов ВОВ президенту Рейгану	
17	1987	http://kolonna.mitin.com/archive/mj17/	поэзия	Владимир ХАНАН. Третья треть	
17	1987	http://kolonna.mitin.com/archive/mj17/	поэзия	Владислав ЛЕН. Ода на вступление великого русского человека Андрея Дмитриевича Сахарова в Москву	
17	1987	http://kolonna.mitin.com/archive/mj17/	поэзия	Ольга БЕШЕНКОВСКАЯ. Стихотворения разных лет	
17	1987	http://kolonna.mitin.com/archive/mj17/	проза	В.Ф.ДУЛЯИН. Подробная антиципация о потерянной перчатке	
17	1987	http://kolonna.mitin.com/archive/mj17/	театр	Владимир СОРОКИН. Землянка	
17	1987	http://kolonna.mitin.com/archive/mj17/	изыскания	Иван ПАПИНАКО. Вещие сны.	
17	1987	http://kolonna.mitin.com/archive/mj17/	документы	Совещание редакторов независимых журналов: стенограммы и декларация	
17	1987	http://kolonna.mitin.com/archive/mj17/	документы	О программе московского семинара по гуманитарным проблемам	
17	1987	http://kolonna.mitin.com/archive/mj17/	документы	К общественности Ленинграда	
17	1987	http://kolonna.mitin.com/archive/mj17/	документы	К независимым деятелям русской культуры	
17	1987	http://kolonna.mitin.com/archive/mj17/	appendix	Поэт Иосиф Бродский - лауреат Нобелевской премии	
17	1987	http://kolonna.mitin.com/archive/mj17/	appendix	Иосиф БРОДСКИЙ. Из книги "Урания"	
17	1987	http://kolonna.mitin.com/archive/mj17/	appendix	Ричард МЭРИН. Эмигрант признается в любви к английскому	
17	1987	http://kolonna.mitin.com/archive/mj17/	редакционная почта	Д.Волчек. Открытое письмо В.Лурье	
18	1987	http://kolonna.mitin.com/archive/mj18/	поэзия	Игорь ЛАПИНСКИЙ. Из цикла "Погружение в Фэн Лю"	
18	1987	http://kolonna.mitin.com/archive/mj18/	поэзия	Михаил ЕРЕМИН. Новые стихотворения	
18	1987	http://kolonna.mitin.com/archive/mj18/	поэзия	Юлий ГУГОЛЕВ. Памяти Фишера	
18	1987	http://kolonna.mitin.com/archive/mj18/	поэзия	Аркадий ДРАГОМОЩЕНКО. Кондратий Теотокопулос на распутье в ожидании гостя	
18	1987	http://kolonna.mitin.com/archive/mj18/	поэзия	Дмитрий ВОЛЧЕК. Из книги "Говорящий тюльпан"	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Аркадий БАРТОВ. Прогулки по саду	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Геннадий БРОНИСЛАВСКИЙ. Жизнь замечательных людей	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Дмитрий ГРИГОРЬЕВ. Два рассказа	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Юрий ГАЛЕЦКИЙ. Мюзикхолл лилипутов	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Ольга КОМАРОВА. Великопостные салочки	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Федор ЧИРСКОВ. "Homo novus" novus	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Игорь БУРДОНОВ. Тао Ши	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Алексей СИНИЦЫН. Рассказы и миниатюры	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Юрий РОМАНОВ. "Coitio Ergo Sum"	
18	1987	http://kolonna.mitin.com/archive/mj18/	проза	Славомир МРОЖЕК. Рассказы, перев. Е.Т.	
18	1987	http://kolonna.mitin.com/archive/mj18/	театр	Егор РАДОВ. Иаков Сталин	
18	1987	http://kolonna.mitin.com/archive/mj18/	театр	Владимир СОРОКИН. Пельмени	
18	1987	http://kolonna.mitin.com/archive/mj18/	театр	Сэмюэл БЕККЕТ. Головешки, перев. Я.Зимакова	
18	1987	http://kolonna.mitin.com/archive/mj18/	театр	Алан ШНАЙДЕР. В ожидании Беккета, перев. З.В.	
18	1987	http://kolonna.mitin.com/archive/mj18/	документы	Иосиф Бродский. Нобелевская лекция	
18	1987	http://kolonna.mitin.com/archive/mj18/	документы	Вокруг мемориала жертвам сталинизма	
18	1987	http://kolonna.mitin.com/archive/mj18/	особый отдел	Уолтер ГУДМЭН. В поисках гласности в Ленинграде, перев. Н.Н.	
18	1987	http://kolonna.mitin.com/archive/mj18/	особый отдел	Вадим ЛУРЬЕ. Становиться ли Радищевым?	
18	1987	http://kolonna.mitin.com/archive/mj18/	особый отдел	Елена ЗЕЛИНСКАЯ. "Сочтемся славою..."?	
18	1987	http://kolonna.mitin.com/archive/mj18/	особый отдел	Обращения "Комитета по содействию Конституции СССР"	
19	1988	http://kolonna.mitin.com/archive/mj19/	поэзия	Юлия КИСИНА. Стихотворения	
